,name,position,height,weight,experience,country
1489,Pau Gasol,Center and Power Forward,213,113,18,Spain
1490,Frank Gates,Guard,183,72,1,Texas
1491,Chris Gatling,Power Forward and Center,208,99,11,New Jersey
1492,Kenny Gattison,Power Forward,203,102,9,North Carolina
1493,Rudy Gay,Small Forward and Power Forward,203,113,15,Maryland
1494,Ed Gayda,Guard,193,95,1,
1495,Andrew Gaze,Shooting Guard,201,92,2,Australia
1496,Michael Gbinije,Shooting Guard,201,90,1,Connecticut
1497,Reggie Geary,Point Guard,188,84,2,New Jersey
1498,Alonzo Gee,Small Forward and Shooting Guard,198,102,8,Florida
1499,Matt Geiger,Center,213,110,10,Massachusetts
1500,Mickaël Gelabale,Small Forward and Shooting Guard,201,97,3,Guadeloupe
1501,Devean George,Small Forward,203,99,11,Minnesota
1502,Jack George,Point Guard and Shooting Guard,188,86,8,Pennsylvania
1503,Paul George,Small Forward and Shooting Guard,203,99,11,California
1504,Tate George,Shooting Guard and Point Guard,196,86,4,New Jersey
1505,Marcus Georges-Hunt,Shooting Guard,196,97,2,Florida
1506,Gus Gerard,Small Forward,203,90,7,Pennsylvania
1507,Derrick Gervin,Power Forward,203,90,2,Michigan
1508,George Gervin,Shooting Guard and Small Forward,201,81,14,Michigan
1509,Gorham Getchell,Center,193,92,1,Pennsylvania
1510,John Gianelli,Center,208,99,8,California
1511,Dick Gibbs,Small Forward,196,95,5,Iowa
1512,Daniel Gibson,Point Guard and Shooting Guard,188,86,7,Texas
1513,Dee Gibson,Forward,180,79,1,Tennessee
1514,Hoot Gibson,Forward,196,89,1,Iowa
1515,Jonathan Gibson,Point Guard,188,83,2,California
1516,Mel Gibson,Guard,190,81,1,North Carolina
1517,Mike Gibson,Power Forward,208,92,2,South Carolina
1518,Taj Gibson,Power Forward and Center,206,105,12,New York
1519,J.R. Giddens,Small Forward,196,97,2,Oklahoma
1520,Trey Gilder,Small Forward,206,83,1,Texas
1521,Harry Giles,Center and Power Forward,211,108,3,North Carolina
1522,Shai Gilgeous-Alexander,Shooting Guard and Point Guard,198,81,3,Canada
1523,Anthony Gill,Power Forward,201,104,1,North Carolina
1524,Eddie Gill,Point Guard,183,86,7,Colorado
1525,Kendall Gill,Shooting Guard and Small Forward,196,88,15,Illinois
1526,Ben Gillery,Center,213,106,1,Michigan
1527,Freddie Gillespie,Power Forward,206,111,1,Minnesota
1528,Jack Gillespie,Forward,198,97,1,
1529,Armen Gilliam,Power Forward and Small Forward,206,104,13,Pennsylvania
1530,Herm Gilliam,Shooting Guard and Point Guard,190,86,8,North Carolina
1531,Artis Gilmore,Center,218,108,17,Florida
1532,Walt Gilmore,Power Forward,198,102,1,
1533,Chuck Gilmur,Forward,193,102,5,Washington
1534,Manu Ginóbili,Shooting Guard,198,92,16,Argentina
1535,Gordan Giriček,Shooting Guard and Small Forward,198,95,6,Croatia
1536,Jack Givens,Small Forward,196,92,2,Kentucky
1537,Mickell Gladness,Power Forward,211,99,1,Alabama
1538,George Glamack,Center,198,102,1,Pennsylvania
1539,Gerald Glass,Small Forward,196,100,4,Mississippi
1540,Mike Glenn,Shooting Guard and Point Guard,188,79,10,Georgia
1541,Normie Glick,Forward,201,86,1,California
1542,Georgi Glouchkov,Power Forward,203,106,1,Bulgaria
1543,Clarence Glover,Power Forward,203,95,1,Kentucky
1544,Dion Glover,Shooting Guard,196,103,6,Georgia
1545,Andreas Glyniadakis,Center,216,127,1,Greece
1546,Mike Gminski,Center,211,113,14,Connecticut
1547,Rudy Gobert,Center,216,117,8,France
1548,Dan Godfread,Center,208,113,2,Indiana
1549,Tom Gola,Shooting Guard and Small Forward,198,92,10,Pennsylvania
1550,Ben Goldfaden,Forward,185,83,1,
1551,Anthony Goldwire,Point Guard,185,82,8,Florida
1552,Ryan Gomes,Small Forward and Power Forward,201,113,8,Connecticut
1553,Glen Gondrezick,Small Forward and Power Forward,198,98,6,Colorado
1554,Grant Gondrezick,Shooting Guard,196,92,2,Colorado
1555,Drew Gooden,Power Forward,208,113,14,California
1556,Gail Goodrich,Shooting Guard and Point Guard,185,77,14,California
1557,Steve Goodrich,Small Forward and Power Forward,208,99,2,Pennsylvania
1558,Archie Goodwin,Shooting Guard and Point Guard,196,90,4,Arkansas
1559,Brandon Goodwin,Point Guard,183,81,3,Georgia
1560,Pop Goodwin,Forward,188,92,2,New York
1561,Aaron Gordon,Power Forward and Small Forward,203,106,7,California
1562,Ben Gordon,Shooting Guard,190,90,11,United Kingdom
1563,Drew Gordon,Power Forward,206,111,1,California
1564,Eric Gordon,Shooting Guard and Small Forward,190,97,13,Indiana
1565,Lancaster Gordon,Shooting Guard,190,83,4,Mississippi
1566,Paul Gordon,Forward,190,83,1,Maryland
1567,Marcin Gortat,Center and Power Forward,211,108,12,Poland
1568,Leo Gottlieb,Guard,180,81,2,New York
1569,Andrew Goudelock,Shooting Guard and Point Guard,190,90,3,Georgia
1570,Gerald Govan,Center and Power Forward,208,99,9,New Jersey
1571,Bato Govedarica,Point Guard,180,83,1,Illinois
1572,Joe Graboski,Power Forward and Center,201,88,13,
1573,Ricky Grace,Point Guard,185,81,1,Texas
1574,Calvin Graham,Guard,188,88,1,
1575,Devonte' Graham,Point Guard,185,88,3,North Carolina
1576,Greg Graham,Shooting Guard,193,78,5,Indiana
1577,Joey Graham,Small Forward,201,102,6,Delaware
1578,Mal Graham,Point Guard,185,83,2,
1579,Orlando Graham,Power Forward,203,99,1,Alabama
1580,Paul Graham,Shooting Guard,198,90,3,Pennsylvania
1581,Stephen Graham,Shooting Guard and Small Forward,198,97,6,Delaware
1582,Treveon Graham,Shooting Guard and Small Forward,196,99,4,Maryland
1583,Jim Grandholm,Power Forward,213,106,1,Indiana
1584,Ron Grandison,Power Forward,198,97,4,California
1585,Danny Granger,Small Forward,206,100,10,Louisiana
1586,Stewart Granger,Point Guard,190,86,3,Canada
1587,Brian Grant,Power Forward,206,115,12,Ohio
1588,Bud Grant,Forward,190,88,2,Wisconsin
1589,Gary Grant,Point Guard,190,83,13,Ohio
1590,Greg Grant,Point Guard,170,63,6,New Jersey
1591,Harvey Grant,Power Forward and Small Forward,203,88,11,Georgia
1592,Horace Grant,Power Forward and Center,208,97,17,Georgia
1593,Jerami Grant,Power Forward and Small Forward,203,95,7,Oregon
1594,Jerian Grant,Point Guard and Shooting Guard,193,92,5,Maryland
1595,Josh Grant,Power Forward,206,101,1,Utah
1596,Paul Grant,Center,213,111,2,Pennsylvania
1597,Travis Grant,Small Forward,201,97,4,Alabama
1598,Donte Grantham,Small Forward,203,97,1,West Virginia
1599,Don Grate,Forward,188,83,1,Ohio
1600,Butch Graves,Shooting Guard,190,90,1,New York
1601,Aaron Gray,Center,213,122,7,California
1602,Devin Gray,Power Forward and Small Forward,201,108,2,Maryland
1603,Ed Gray,Shooting Guard,190,95,2,California
1604,Evric Gray,Small Forward,201,106,1,California
1605,Gary Gray,Shooting Guard,185,83,1,
1606,Josh Gray,Point Guard,183,81,2,Louisiana
1607,Leonard Gray,Power Forward,203,108,3,Kansas
1608,Stuart Gray,Center,213,106,7,Panama
1609,Sylvester Gray,Small Forward,198,104,1,Tennessee
1610,Wyndol Gray,Guard,185,79,2,
1611,Jeff Grayer,Shooting Guard and Small Forward,196,90,9,Michigan
1612,Bob Greacen,Small Forward,201,93,3,New Jersey
1613,A.C. Green,Power Forward and Small Forward,206,99,16,Oregon
1614,Danny Green,Shooting Guard and Small Forward,198,97,12,New York
1615,Devin Green,Shooting Guard,201,95,1,Ohio
1616,Draymond Green,Power Forward and Small Forward,198,104,9,Michigan
1617,Erick Green,Point Guard,193,83,2,California
1618,Gerald Green,Shooting Guard and Small Forward,198,92,12,Texas
1619,JaMychal Green,Power Forward,203,102,7,Alabama
1620,Javonte Green,Shooting Guard and Point Guard,193,92,2,Virginia
1621,Jeff Green,Power Forward,203,106,13,Maryland
1622,Johnny Green,Power Forward,196,90,14,Ohio
1623,Josh Green,Shooting Guard,196,90,1,Australia
1624,Ken Green,Power Forward,203,97,1,Georgia
1625,Kenny Green,Small Forward,198,95,2,Florida
1626,Lamar Green,Power Forward and Center,201,95,6,Alabama
1627,Litterial Green,Point Guard,185,83,5,Mississippi
1628,Luther Green,Power Forward,201,86,3,New York
1629,Mike Green,Center,208,90,7,Mississippi
1630,Rickey Green,Point Guard,183,77,14,Illinois
1631,Sean Green,Shooting Guard,196,95,3,California
1632,Si Green,Point Guard and Shooting Guard,188,83,9,New York
1633,Sidney Green,Power Forward and Center,206,99,10,New York
1634,Steve Green,Small Forward,201,99,4,Wisconsin
1635,Taurean Green,Shooting Guard and Point Guard,183,80,1,Florida
1636,Tommie Green,Point Guard,188,83,1,Louisiana
1637,Willie Green,Shooting Guard,193,90,12,Michigan
1638,Donté Greene,Small Forward and Power Forward,211,102,4,Germany
1639,Orien Greene,Shooting Guard and Point Guard,193,94,4,Florida
1640,Jerry Greenspan,Shooting Guard,196,88,2,
1641,Dave Greenwood,Power Forward,206,100,12,California
1642,Hal Greer,Shooting Guard and Point Guard,188,79,15,West Virginia
1643,Lynn Greer,Shooting Guard,188,79,1,Pennsylvania
1644,Gary Gregor,Small Forward and Power Forward,201,102,6,West Virginia
1645,Claude Gregory,Power Forward,203,92,2,District of Columbia
1646,John Greig,Small Forward,201,97,1,California
1647,Norm Grekin,Forward,196,81,1,Pennsylvania
1648,Kevin Grevey,Small Forward and Shooting Guard,196,95,10,Ohio
1649,Dennis Grey,Center,203,97,2,California
1650,Adrian Griffin,Shooting Guard and Small Forward,196,98,9,Kansas
1651,Blake Griffin,Power Forward,206,113,11,Oklahoma
1652,Eddie Griffin,Power Forward and Center,208,99,5,Pennsylvania
1653,Greg Griffin,Small Forward,201,86,1,Ohio
1654,Paul Griffin,Power Forward and Center,206,92,7,Michigan
1655,Taylor Griffin,Small Forward,201,107,1,Oklahoma
1656,Darrell Griffith,Shooting Guard,193,86,10,Kentucky
1657,Chuck Grigsby,Guard,196,86,1,Ohio
1658,Derek Grimm,Small Forward,206,104,1,Illinois
1659,Woody Grimshaw,Guard,185,83,1,United Kingdom
1660,Dick Groat,Point Guard,180,81,1,Pennsylvania
1661,Bob Gross,Small Forward,198,90,8,California
1662,Mike Grosso,Center,206,104,1,New Jersey
1663,Jerry Grote,Guard,193,97,1,
1664,Alex Groza,Center,201,98,2,Ohio
1665,Dick Grubar,Guard,193,83,1,New York
1666,Anthony Grundy,Shooting Guard,190,81,1,Kentucky
1667,Ernie Grunfeld,Small Forward and Shooting Guard,198,95,9,Romania
1668,Gene Guarilia,Small Forward,196,99,4,Pennsylvania
1669,Pétur Guðmundsson,Center,218,117,4,Iceland
1670,Marko Guduric,Shooting Guard,198,91,1,Serbia
1671,Richie Guerin,Shooting Guard,193,88,13,New York
1672,Tom Gugliotta,Power Forward and Small Forward,208,108,13,New York
1673,Andrés Guibert,Power Forward and Center,208,102,2,Cuba
1674,Jay Guidinger,Center,208,115,2,Wisconsin
1675,Coulby Gunther,Forward,193,86,2,New York
1676,Dave Gunther,Forward,201,86,1,
1677,Al Guokas,Forward,196,90,1,Pennsylvania
1678,Matt Guokas,Forward,190,88,1,Pennsylvania
1679,Matt Guokas,Shooting Guard and Small Forward,196,79,10,Pennsylvania
1680,Jorge Gutiérrez,Point Guard,190,86,3,Mexico
1681,Kyle Guy,Shooting Guard and Point Guard,185,75,2,Indiana
1682,A.J. Guyton,Point Guard,185,81,3,Illinois
1683,Rui Hachimura,Power Forward,203,104,2,Japan
1684,Rudy Hackett,Power Forward,206,95,2,New York
1685,Hamed Haddadi,Center,218,115,5,Iran
1686,Jim Hadnot,Center,208,106,1,Texas
1687,Scott Haffner,Point Guard,190,81,2,Indiana
1688,Cliff Hagan,Small Forward,193,95,13,Kentucky
1689,Glenn Hagan,Point Guard,183,77,1,Florida
1690,Tom Hagan,Shooting Guard and Point Guard,190,83,2,Kentucky
1691,Ashton Hagans,Point Guard,190,86,1,Georgia
1692,Robert Hahn,Center,208,108,1,Michigan
1693,Al Hairston,Shooting Guard,185,77,2,
1694,Happy Hairston,Power Forward and Small Forward,201,102,11,North Carolina
1695,Lindsay Hairston,Small Forward,201,81,1,Michigan
1696,Malik Hairston,Shooting Guard,198,99,2,Michigan
1697,P.J. Hairston,Small Forward and Shooting Guard,198,104,2,North Carolina
1698,Marcus Haislip,Power Forward and Small Forward,208,104,4,Tennessee
1699,Chick Halbert,Center,206,102,5,Texas
1700,Swede Halbrook,Center,221,106,2,
1701,Bruce Hale,Guard,185,77,3,Oregon
1702,Hal Hale,Point Guard,185,81,1,
1703,Jack Haley,Power Forward and Center,208,108,9,California
1704,Tyrese Haliburton,Point Guard,196,83,1,Wisconsin
1705,Shaler Halimon,Small Forward and Shooting Guard,196,90,5,Florida
1706,Devon Hall,Point Guard,188,97,1,Virginia
1707,Donta Hall,Power Forward and Center,206,105,2,Alabama
1708,Josh Hall,Small Forward,206,86,1,North Carolina
1709,Mike Hall,Small Forward,203,104,1,Illinois
1710,Jeff Halliburton,Shooting Guard,196,87,2,New York
1711,Darvin Ham,Small Forward and Shooting Guard,201,99,8,Michigan
1712,Steve Hamer,Center,213,111,1,Tennessee
1713,Dale Hamilton,Guard,183,81,1,Indiana
1714,Daniel Hamilton,Shooting Guard,201,88,2,California
1715,Dennis Hamilton,Power Forward,203,95,4,California
1716,Joe Hamilton,Point Guard,178,72,6,Kentucky
1717,Jordan Hamilton,Small Forward,201,99,5,California
1718,Justin Hamilton,Center,213,117,3,California
1719,Ralph Hamilton,Guard,185,85,1,Indiana
1720,Richard Hamilton,Shooting Guard and Small Forward,198,83,14,Pennsylvania
1721,Roy Hamilton,Point Guard,188,81,2,California
1722,Steve Hamilton,Small Forward,198,86,2,Kentucky
1723,Tang Hamilton,Small Forward,203,99,1,Mississippi
1724,Thomas Hamilton,Center,218,149,2,Illinois
1725,Zendon Hamilton,Center and Power Forward,211,113,6,New York
1726,Geert Hammink,Center,213,118,3,Netherlands
1727,Julian Hammond,Small Forward,196,92,5,Illinois
1728,Tom Hammonds,Power Forward,206,97,12,Florida
1729,A.J. Hammons,Center,213,117,1,Indiana
1730,Joe Hamood,Shooting Guard,183,81,1,
1731,R.J. Hampton,Shooting Guard and Point Guard,193,79,1,Texas
1732,Darrin Hancock,Small Forward,201,92,3,Alabama
1733,Ben Handlogten,Center,208,108,2,Michigan
1734,Cecil Hankins,Guard,185,79,2,Alabama
1735,Phil Hankinson,Small Forward,203,88,2,Georgia
1736,Dusty Hannahs,Shooting Guard,190,95,2,Arkansas
1737,Alex Hannum,Power Forward,201,95,8,California
1738,Don Hanrahan,Forward,201,90,1,Illinois
1739,Rollen Hans,Shooting Guard,188,95,1,California
1740,Ben Hansbrough,Point Guard,190,92,1,Missouri
1741,Tyler Hansbrough,Power Forward,206,113,7,Missouri
1742,Bob Hansen,Shooting Guard,198,86,9,Iowa
1743,Glenn Hansen,Shooting Guard,193,92,3,North Dakota
1744,Lars Hansen,Center,208,102,1,Denmark
1745,Travis Hansen,Small Forward,198,92,1,Utah
1746,Reggie Hanson,Small Forward,203,88,1,North Carolina
1747,Bill Hanzlik,Small Forward and Power Forward,201,83,10,Ohio
1748,Luke Harangody,Power Forward,203,111,2,Illinois
1749,Anfernee Hardaway,Shooting Guard,201,88,14,Tennessee
1750,Tim Hardaway,Point Guard,183,79,13,Illinois
1751,Tim Hardaway Jr.,Shooting Guard,196,92,8,California
1752,James Harden,Shooting Guard and Point Guard,196,99,12,California
1753,Reggie Harding,Center,213,112,4,Michigan
1754,Charlie Hardnett,Power Forward,203,102,3,Georgia
1755,Alan Hardy,Shooting Guard,201,88,2,Michigan
1756,Darrell Hardy,Forward,201,99,1,
1757,James Hardy,Small Forward and Power Forward,203,99,4,Alabama
1758,Ira Harge,Center,206,102,6,Mississippi
1759,John Hargis,Guard,188,81,2,Texas
1760,Maurice Harkless,Small Forward and Power Forward,201,99,9,New York
1761,Jerry Harkness,Point Guard,188,79,3,New York
1762,Skip Harlicka,Point Guard,185,83,1,
1763,Jerome Harmon,Shooting Guard,193,86,1,Indiana
1764,Derek Harper,Point Guard and Shooting Guard,193,83,16,Georgia
1765,Jared Harper,Point Guard,178,79,2,Georgia
1766,Justin Harper,Power Forward,208,102,3,Virginia
1767,Mike Harper,Power Forward,208,88,2,Illinois
1768,Ron Harper,Shooting Guard and Point Guard,198,83,15,Ohio
1769,Matt Harpring,Small Forward and Shooting Guard,201,104,11,Ohio
1770,Montrezl Harrell,Center and Power Forward,201,108,6,North Carolina
1771,Josh Harrellson,Center and Power Forward,208,124,3,Missouri
1772,Adam Harrington,Shooting Guard,196,90,1,Massachusetts
1773,Al Harrington,Power Forward,206,104,16,New Jersey
1774,Junior Harrington,Point Guard and Shooting Guard,193,81,3,North Carolina
1775,Othella Harrington,Power Forward and Center,206,106,12,Mississippi
1776,Art Harris,Shooting Guard and Point Guard,193,83,4,
1777,Bernie Harris,Power Forward,208,90,1,Virginia
1778,Billy Harris,Shooting Guard,188,83,1,Illinois
1779,Bob Harris,Small Forward and Power Forward,201,88,5,Tennessee
1780,Chris Harris,Shooting Guard,190,86,1,United Kingdom
1781,Devin Harris,Point Guard and Shooting Guard,190,83,15,Wisconsin
1782,Elias Harris,Small Forward,203,108,1,Germany
1783,Gary Harris,Shooting Guard,193,95,7,Indiana
1784,Jalen Harris,Shooting Guard,196,88,1,Texas
1785,Joe Harris,Shooting Guard and Small Forward,198,99,7,Washington
1786,Lucious Harris,Shooting Guard and Point Guard,196,86,12,California
1787,Manny Harris,Shooting Guard,196,83,4,Michigan
1788,Mike Harris,Power Forward,198,108,4,Texas
1789,Steve Harris,Shooting Guard,196,88,5,Missouri
1790,Terrel Harris,Shooting Guard,196,86,2,Texas
1791,Tobias Harris,Power Forward and Small Forward,203,102,10,New York
1792,Tony Harris,Shooting Guard,190,86,3,Louisiana
1793,Aaron Harrison,Shooting Guard,198,95,3,Texas
1794,Andrew Harrison,Point Guard,198,96,3,Texas
1795,Bob Harrison,Shooting Guard and Point Guard,185,86,9,Ohio
1796,David Harrison,Center,213,127,4,Tennessee
1797,Shaquille Harrison,Shooting Guard and Point Guard,201,86,4,Missouri
1798,Jason Hart,Point Guard,190,83,9,California
1799,Josh Hart,Shooting Guard and Small Forward,196,97,4,Maryland
1800,Isaiah Hartenstein,Center and Power Forward,213,113,3,Oregon
1801,Antonio Harvey,Power Forward,211,102,8,Mississippi
1802,Donnell Harvey,Power Forward and Small Forward,203,99,5,Georgia
1803,Scott Haskin,Center,211,113,1,California
1804,Clem Haskins,Shooting Guard and Point Guard,190,88,9,Kentucky
1805,Udonis Haslem,Power Forward and Center,203,106,18,Florida
1806,Trenton Hassell,Shooting Guard and Small Forward,196,90,9,Tennessee
1807,Billy Hassett,Guard,180,81,2,New York
1808,Joe Hassett,Shooting Guard,196,81,6,Rhode Island
1809,Scott Hastings,Power Forward and Center,208,106,11,Kansas
1810,Kirk Haston,Small Forward and Power Forward,206,109,2,Tennessee
1811,Vern Hatton,Shooting Guard and Point Guard,190,88,4,Kentucky
1812,John Havlicek,Small Forward and Shooting Guard,196,92,16,Ohio
1813,Spencer Hawes,Center and Power Forward,216,111,10,Washington
1814,Steve Hawes,Power Forward and Center,206,99,10,Washington
1815,Bubbles Hawkins,Shooting Guard,193,86,4,Michigan
1816,Connie Hawkins,Small Forward,203,95,9,New York
1817,Hersey Hawkins,Shooting Guard,190,86,13,Illinois
1818,Juaquin Hawkins,Shooting Guard,201,99,1,California
1819,Marshall Hawkins,Forward,190,92,1,West Virginia
1820,Michael Hawkins,Point Guard,183,80,4,Ohio
1821,Tom Hawkins,Small Forward and Power Forward,196,95,10,Illinois
1822,Nate Hawthorne,Shooting Guard,193,86,3,Illinois
1823,Chuck Hayes,Center and Power Forward,198,108,11,California
1824,Elvin Hayes,Power Forward and Center,206,106,16,Louisiana
1825,Jarvis Hayes,Small Forward and Shooting Guard,201,99,7,Georgia
1826,Jaxson Hayes,Center,211,99,2,Oklahoma
1827,Jim Hayes,Shooting Guard,190,90,1,New York
1828,Killian Hayes,Point Guard,196,88,1,Florida
1829,Nigel Hayes,Small Forward,203,115,1,Ohio
1830,Steve Hayes,Center,213,92,5,Idaho
1831,Gordon Hayward,Small Forward and Power Forward,201,102,11,Indiana
1832,Lazar Hayward,Small Forward,198,102,3,New York
1833,Brendan Haywood,Center,213,121,13,New York
1834,Spencer Haywood,Power Forward and Center,203,102,13,Mississippi
1835,John Hazen,Guard,188,78,1,Illinois
1836,Walt Hazzard,Point Guard and Shooting Guard,188,83,10,Delaware
1837,Luther Head,Shooting Guard and Point Guard,190,83,6,Illinois
1838,Shane Heal,Point Guard,183,81,2,Australia
1839,Brian Heaney,Guard,188,81,1,
1840,Gar Heard,Power Forward,198,99,11,Georgia
1841,Reggie Hearn,Shooting Guard,196,95,1,Indiana
1842,Herm Hedderick,Guard,196,77,1,Pennsylvania
1843,Alvin Heggs,Small Forward,203,102,1,Florida
1844,Tom Heinsohn,Power Forward and Small Forward,201,98,9,New Jersey
1845,Dick Hemric,Power Forward,198,99,2,North Carolina
1846,Alan Henderson,Power Forward,206,106,12,Indiana
1847,Cedric Henderson,Power Forward,203,95,1,Georgia
1848,Cedric Henderson,Small Forward,201,97,5,Tennessee
1849,Dave Henderson,Shooting Guard,196,88,1,North Carolina
