,name,position,height,weight,experience,country
14,Rodions Kurucs,Small Forward and Power Forward,206,103,2,Latvia
15,Rob Kurz,Power Forward,206,105,1,Pennsylvania
16,Ibo Kutluay,Shooting Guard,198,90,1,Turkey
17,Kyle Kuzma,Power Forward and Small Forward,208,100,3,Michigan
18,Ognjen Kuzmić,Center,216,113,2,Bosnia and Herzegovina
19,Mindaugas Kuzminskas,Small Forward,206,97,2,Lithuania
20,Fred LaCour,Small Forward and Point Guard,196,95,3,
21,Raef LaFrentz,Center and Power Forward,211,108,10,Iowa
22,Tom LaGarde,Center,208,99,6,Michigan
23,Rusty LaRue,Point Guard,188,95,5,North Carolina
24,Rudy LaRusso,Power Forward and Small Forward,201,99,10,New York
25,Zach LaVine,Shooting Guard and Point Guard,196,90,6,Washington
26,Skal Labissière,Power Forward and Center,208,106,4,Haiti
27,Reggie Lacefield,Guard,196,104,1,Indiana
28,Edgar Lacey,Small Forward,198,86,1,California
29,Sam Lacey,Center,208,106,13,Mississippi
30,Bob Lackey,Shooting Guard,196,90,2,Illinois
31,Wendell Ladner,Small Forward,196,99,5,Mississippi
32,Christian Laettner,Power Forward and Center,211,106,13,New York
33,Oliver Lafayette,Shooting Guard,188,86,1,Louisiana
34,Bill Laimbeer,Center,211,111,14,Massachusetts
35,Pete Lalich,Forward,188,86,1,Ohio
36,Bo Lamar,Point Guard and Shooting Guard,185,81,4,Ohio
37,Anthony Lamb,Small Forward,198,102,0,New York
38,Doron Lamb,Shooting Guard,193,95,2,New York
39,Jeremy Lamb,Shooting Guard and Small Forward,196,81,8,Virginia
40,John Lambert,Power Forward,208,102,7,California
41,Jeff Lamp,Small Forward,198,88,6,Minnesota
42,Maciej Lampe,Center,211,124,3,Poland
43,Jim Lampley,Center,208,104,1,Pennsylvania
44,Sean Lampley,Small Forward,201,102,2,Illinois
45,Carl Landry,Power Forward,206,112,9,Wisconsin
46,Marcus Landry,Small Forward,201,104,1,Wisconsin
47,Mark Landsberger,Power Forward and Center,203,97,7,North Dakota
